"session","created","modified","ended","expired","Angry55_type","Angry130_type","Happy103_type","Happy338_type","Happy348_type","Sad59_type","Sad63_type","Sad134_type","Neutral68_type","Neutral91_type","Neutral158_type","Neutral169_type","Angry84_type","Angry55_intensity_Happy","Angry130_intensity_Happy","Happy103_intensity_Happy","Happy338_intensity_Happy","Happy348_intensity_Happy","Sad59_intensity_Happy","Sad63_intensity_Happy","Sad134_intensity_Happy","Neutral68_intensity_Happy","Neutral91_intensity_Happy","Neutral158_intensity_Happy","Neutral169_intensity_Happy","Angry84_intensity_Happy","Angry55_intensity_Sad","Angry130_intensity_Sad","Happy103_intensity_Sad","Happy338_intensity_Sad","Happy348_intensity_Sad","Sad59_intensity_Sad","Sad63_intensity_Sad","Sad134_intensity_Sad","Neutral68_intensity_Sad","Neutral91_intensity_Sad","Neutral158_intensity_Sad","Neutral169_intensity_Sad","Angry84_intensity_Sad","Angry84_intensity_Angry","Angry55_intensity_Angry","Angry130_intensity_Angry","Happy103_intensity_Angry","Happy338_intensity_Angry","Happy348_intensity_Angry","Sad59_intensity_Angry","Sad63_intensity_Angry","Sad134_intensity_Angry","age","Neutral68_intensity_Angry","Neutral91_intensity_Angry","Neutral158_intensity_Angry","Neutral169_intensity_Angry","specify_A84","specify_A55","specify_A130","specify_H103","specify_H338","specify_H348","specify_S59","specify_S63","specify_S134","gender","specify_N68","specify_N91","specify_N158","specify_N169","feedback"
"pb7qfeFEsMm15_uuTe5f7YJF1mKVDxMG_URIN8BTCIKfTqu-AnYGlLBHsEZOupyb","2019-04-08 21:55:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMfhWiAYtDYr7svZvT6B4qqvVQWuggHu_uK5HNzyp6l3Qqu8JzHQBkOpUFhv-Msf","2019-04-08 21:55:26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cKo_MLOA8WlgavziHsz_aUJOSDQUBwoSfpYt7GgIi2wheSmJ7QF7d_WsejPs5YIa","2019-04-08 22:26:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X4VABA_Y57NbyFdUrd7OqnUrp5AsDMC3rQUYBWglaC5FX0wuI24sJbPmH0p1P_mj","2019-04-09 02:18:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0Tw5_Cw1C4rs-0GFWQw1mdkm2JjegelYBiyRreuXrU94Hbr2AWMB-SS7gJLaiBrR","2019-04-09 02:37:53","2019-04-09 02:54:12","2019-04-09 02:54:12","","4","4","2","2","2","3","5","3","1","1","2","2","4","","","65","92","93","","","","","","68","51","","","","","","","87","","72","","","","","","72","78","26","","","","","","","","","","","","","","","","","","","awkward ","","2","","","","",""
"DzZOaeWFy3gALuTylyyLo48wJmySXLffTypnHqHK_vhHvANBd4Q5bUlG6fskyJ-O","2019-04-09 04:37:24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vD_f5EDN4Y8oBFa3Pud7kDWnOh5cL9PHfy7Mo81Qe8fMM3s5QGwoQQMg0PjcFluq","2019-04-09 06:07:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVifGw-xoQAR7yXXPkOtojgvnEkLsE-keOAMg_15OkbrR1kR9ykOxGHl-d0LQBvh","2019-04-09 06:13:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HhDtz4JPojwME1CMtp0yJ0-Mx7l8101-jEBSCpEfzxFSDe3TXZP564RYOKY5AvPU","2019-04-09 09:22:37","2019-04-09 09:23:14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"veM2zpWTPkzodxl4ak9DYiUPhuQ-oQ3lJ6yxqyG9M9kp56BHv4hzte8YcPDiyRHP","2019-04-09 11:55:38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GbbpIi9EBCPoRFvdTprgqy2zIMzFkLXabtZiKhVV702PR5WBBulUK7UhEwV8IcX3","2019-04-09 11:55:40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bkBwuWxnlNXG77n2gu4v0QTf2VWpIp8esZVMbALHLld7hk5j2mAnWdOQgxZgttxH","2019-04-09 11:55:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NluFetijl2T2MgPUERhRLJpPIQ0ple-68ydD7fP_G64o2czT27pWXxOvJxVi8nMx","2019-04-09 11:55:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C209f1OcIBH78iDWj94a1lOvnHxhs9RfhqvBq3wm_0Qn5zD4YW8w8Jd93nIu5ge5","2019-04-09 11:55:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"susR5ZnXlUzCLCsWKnZTQGAHIBp_i1nzfu5sNEVW5fw475OhHIg-kKEEVIPC6xzA","2019-04-09 11:55:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hauQzEGo84BlPYtOBpS3bZB7mBEz9WcbshrEO940FaHC9vNkYkyQEzgtrONLlq4R","2019-04-09 11:56:28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hG6VgUSHcHzaZncEfiDTkiRfI29sxzlL-caxmbaQHMRLTGhxZqQ1M4Mg3luSjPJo","2019-04-09 11:56:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTNSxGjW9UrITPnxAsfN5Jcxknk8SBKomgVL9h-BcqdBGgJZj9gck3wyBBZZWhA_","2019-04-09 11:59:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gYy2on2jNhK6PSP9Ib_7xbsac6SfEavGW1ezgoZ9vcu1XLZRYuueUlEfh1ICpWe6","2019-04-09 12:01:15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YVQUFM3gMVIdmoPIABNAg6WWjpIAYDuqerK1zNfshr4opMvg4Eaw--ulKQKun-C","2019-04-09 12:08:40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ig04osNoftm1fEVDendumaIyDMFMQRbyS2nloZ-TsV6cSybk3cmAj5NSdvE92VHn","2019-04-09 12:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"v5WyATa5PZhZyUdLvfv57H4jl-ML9RHTR65VwGcYsPfW5CBXrb3Jwi7iV5GrKQtc","2019-04-09 12:16:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oDhLerzOvXTxjjh9ZPfSj3Sef0yPfrCEw5a3d1YcUVB6VWnm_fPo5ay8_3rUJEpL","2019-04-09 12:27:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oB7_TkFgaVEYzanwwRf9LtCxypEPp9lrFOL1nbbfH9BvlLhMsj5Qf8dfV0FKkFcS","2019-04-09 12:28:41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pAk5YrLH1BQyuEzJ0V7wXX31CP5Zlmgtof6H7zjqvHQCNy-TDrRcGKnVGZd8cFpg","2019-04-09 12:29:21","2019-04-09 12:29:27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXI2mixY0uVNn_YES2XbqY0eAuAEU4ypeuMREDfefc6nlgr5CsUaGsORTeSKUXQE","2019-04-09 12:33:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dcsCsO9A3Nv_CR37iSyCPqIIVtvqi1ae6C9Z4AxrPgODZY6f-9xgZ8S71o94m0nr","2019-04-09 12:41:26","2019-04-09 12:48:12","2019-04-09 12:48:12","","4","4","2","2","2","5","3","5","5","5","6","6","4","","","74","77","67","","","","","","","","","","","","","","","76","","","","","","","100","76","51","","","","","","","37","","","","","","","","","","","Defeat","","rejection ","2","Surprise ","Surprise ","","",""
"7BXZtr34bwDQ3S0ThUVZGMtB7TSJPGDlz03IA0xSgkAMorDGmFhp62No3GoZV3ts","2019-04-09 12:43:57","2019-04-09 12:52:58","2019-04-09 12:52:58","","5","4","2","2","2","3","3","3","1","1","2","1","4","","","72","39","69","","","","","","13","","","","","","","","31","21","65","","","","","","66","","78","","","","","","","40","","","","","","surprised?","","","","","","","","1","","","","","lovely stimuli - well done!
I'm sure it'll be great to use with kids : )"
"PdYQ663ZnlqsgAXW-DzWrGybuqswV6zKPyRa-WD6FRf7MCr78wk_qN1tnl6Hlb7V","2019-04-09 13:06:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"boEMNuR3pSg6oj0kv7lTAW8dLhkQg6cngqHrGuBRxYft9uJkFCPeHWJkASOpmj8W","2019-04-09 13:06:33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7UdQlKV6hm9TiXYcvxh7mNX88e_C5ux5RTAgbc5bV_cijw0daFyR87wfAFBNF0I","2019-04-09 13:06:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wQQg-w4RV5bzGPT82QmNCPqSuDmMc_9m3aPzKhG4eqVLU-vdUmAvILbNMcUM5cub","2019-04-09 13:23:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AF3HrGtRPrtqMGR54fgIARDEVpzOSer239nL_hJQtNkNv1r4jM8686EgPsvkjr6K","2019-04-09 13:41:24","2019-04-09 13:46:30","2019-04-09 13:46:30","","4","4","2","2","2","3","3","3","1","1","6","6","4","","","60","51","51","","","","","","","","","","","","","","88","66","79","","","","","","90","65","69","","","","","","","31","","","","","","","","","","","","","","2","","","","",""
"0-ghPKPK3e69BnFEvV5Tuk6O9xWiFtawIzFE9vDsqudP_8VSMkVt0kHxbfGWW19S","2019-04-09 14:38:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4srytx6IljbciwliPqaIlDCyigQ05bmmx0CcdgKqEVlXLWooDm1Dt_jjrQRHiqw5","2019-04-09 14:45:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GRhybZ9ACIMKltAjHtCIX4LQk4lYAT-SEKaJ6wibQPT9FzQkc9eTaoBINhHERq0","2019-04-09 14:54:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yLs6mm8BvmTW55C_6HtqRf2eMgBPBACPqSM0HefMbg9vnQ81-5btENqCqmOD6SnC","2019-04-09 15:18:58","2019-04-09 15:34:36","2019-04-09 15:34:36","","4","3","2","2","2","3","3","3","5","3","5","3","4","","","76","74","96","","","","","","","","","","69","","","","97","66","75","","6","","23","","93","89","","","","","","","","43","","","","","","","","","","","","","","1","curious/inquisitive","","slightly frowned/confused (not too sure)","","I perceived mixed emotions in some of these videos but rated on what I felt was predominant, hope it is helpful."
"_FSksxNR1zU20TuilOeWeE0ovKB_tPPiNpidkk2QLH-xkWivCDzd1VqoWK6yK-2K","2019-04-09 15:34:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTRjzfkcZohp-tf2JoJGsyn4u_Gr5-J3X772ftbGudYFu_BWYaaViaGL8C06ccfs","2019-04-09 16:53:35","2019-04-09 16:59:41","2019-04-09 16:59:41","","3","4","2","2","2","3","3","3","5","1","2","6","4","","","88","51","79","","","","","","37","","","51","","","","","73","51","63","","","","","","92","","70","","","","","","","24","","","","","","","","","","","","","","1","SHOCKED","","","",""
"o3lZNzztw_Ve2j27nl6eEz670YYjne6EZ0CD3hwyls-4Y0WoNesPFeUAKkXLTdsd","2019-04-09 17:00:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"utyCHQl8mJk9N212-LfLfwhxSA4bsOL06Khfb3fi4ASW5g_uMaYfntJIVuK89Vun","2019-04-09 20:54:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Or-yQ78sbNa2Lc0rf9SfC0J-s_T-r3VxVeQ-YDKB0eqza1avmmY4zkbF39S369NM","2019-04-09 20:54:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wsIJW0x9BURIjvC1niy9z5Efs6i6iO6R_fvWONphTnpo9h2Nk_ASGZRRKrtAPZ_Y","2019-04-09 23:51:24","2019-04-10 00:06:50","2019-04-10 00:06:50","","4","4","5","2","4","3","5","3","1","5","1","6","4","","","","78","","","","","","","","","","","","","","","63","","82","","","","","","95","50","61","","","74","","","","39","","","","","","","","Frustrated","","","","Disappointed","","1","","Surprised","","",""
"CvHzsK9EPohRKxhUHQtGRy8dZB7Lo7-Cm6rGbjLidYcgMIOPc8rPgYm6GnsTgY9J","2019-04-09 23:58:45","2019-04-10 00:08:26","","","4","","2","","","","","6","","","4","2","6","","","45","","","","","","","","","51","","","","","","","","","","","","","","","","77","","","","","","","","","","","30","","","","","","","","","","","1","","","","",""
"TPZNq3hMpH_7cTnZRonNnTKqthXxXpS8gUg-bKmuwNkhvgBE2CI582vJQyBo-AQO","2019-04-10 10:56:16","2019-04-10 11:07:04","2019-04-10 11:07:04","","4","5","4","6","2","3","3","3","1","4","4","2","4","","","","","85","","","","","","","77","","","","","","","17","69","82","","","","","","81","29","","39","","","","","","59","","19","11","","","","Frustration","","","","","","","2","","","","",""
"ZOI9VIjd346rMjzaIIBRoy_0pVBNDAdvXyGd4OWcrQGMEBy-6MnYiONpEycjadfQ","2019-04-10 15:42:30","2019-04-10 15:43:05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pf98EJXIB4QmceqMpV3mDnVpVlBrLEzsVwtQL41pE6djTUk7xkJYKcXJr3_D-p2y","2019-04-10 16:36:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"m1hilwVueGoK68KhYpYMHfwtDM58HuH5HAKeUYYIUvRRgcPEkArwGm0X-jBH4YpL","2019-04-10 20:22:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PL6jRNXKNBHTbcS-is3OGgTS0-9FXXOjXMrCDGCOpwirgs8uH6ENASfiXIS7VZjR","2019-04-10 20:22:50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hjksHBkDU5VzHndhG0-ccmL8ydSF-bEm8eIwzYL5YlUSA3dMpivQ-mF5hZYTcaNV","2019-04-11 01:22:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YrqsKyJrOdc77Quvuog7cI-Res7ZQMSTUh-ft-wa97vdE8-6PLONukrZJCEkTV1j","2019-04-11 02:21:26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7dKV9LjFdySDTN7ck_6t9PVBNI_9a40X2SXbCM4u4b1VYC6TLiaRzOVfSAhj_6wm","2019-04-11 10:15:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ylGoNO6r3nUSxQaBDEpk37eLl8qz4SqoRGDFeqQw0FP6QFryyes5YKesfgLl1cBs","2019-04-11 11:22:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XyhY1F-bJr4ok3GaB_qdwJcQhihYKQD6amkQHVWqZZF9A06eMWI5eN0K8uleNVXI","2019-04-11 11:22:38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGrh-dVvWuzPbhpgDTuXHnIZnirV3O1NNMRxDOARIDPoi3eRylab_TLglSGv55vE","2019-04-11 12:12:05","2019-04-11 17:59:35","","","4","4","2","","","3","","","","6","2","","4","","","69","","","","","","","","51","","","","","","","","65","","","","","","","","68","65","56","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"cTfjLfJmHk0sKZybEuIL_g3P0Dhsei6m_O-95Hc5LP0jMAXk6ZTmE-KCA8kBpAWx","2019-04-11 13:51:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2019-04-11 14:15:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LB9jpxQSTwcWNElLP4CXcddzfeOXenbJUmz7MXt4hnhlrgo2_Meuq5aE_xFRCu8P","2019-04-11 17:33:26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"neBhXoY9Tmrn3oUf7_XZBR0qC_uEE73wIhBH-_zQ44uFw6WEsSQbOucz2Bmjbwnr","2019-04-11 17:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NeNfDrs5tkiTD7dMV27j8h3LHAnL_rQTPEb2M2tPTT8zn79rd31-xzum9Bn9MLr-","2019-04-11 17:50:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lxWSeuvR4DSvmBZzPr1GceuK-ELg9QD5S8aNuM_C-R_wRsOhEiYZ-Wq6ORJlrIs-","2019-04-11 20:47:58","2019-04-11 20:54:24","2019-04-11 20:54:24","","4","4","6","6","6","3","3","3","6","6","6","6","4","","","","","","","","","","","","","","","","","","","77","89","63","","","","","","98","77","100","","","","","","","64","","","","","","","","","","","","","","2","","","","","s"
"ZxR9bUGHWucbs-_9Y5ofDhWbvnu81n7HyPkrmG6CG-Iltnn6g2pWz6jEobbQR4aX","2019-04-12 07:15:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7GkzIfVv7tFMowzu0Tz6onCRqD6iSXX8_UEq7V4EWAAZ4Qp7uxQ8lALsx4ddmB8x","2019-04-12 20:42:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vSMSVSyaN_eePfTIuJ2qjjUPRZWkwR1FPlaE-u8ZruhGTHJ5OTZu8KbUbbivIu8c","2019-04-12 20:43:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8bi6XiIlrMeJMRlZB9hUFlkSLX2HUAb1OwIUsAC_SscH0GcxjGC0LfyB7s_uTzc","2019-04-13 02:15:51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"w_8JRSkkZvHHfR3IkR885OLFPMGkByiIPebHi4XJrahA2jwQpWOQs9-n1NcFakKN","2019-04-13 03:15:10","2019-04-13 03:15:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ndZ5X8hvUxhGwE3F1_aX2Cko0TjSpGzi0BQ05i9o3C70XPVBvNin0UqrEywbD6LR","2019-04-13 03:26:25","2019-04-13 03:37:05","","","","","2","","2","","","6","","6","4","2","4","","","51","","51","","","","","","","51","","","","","","","","","","","","","","","51","","","","","","","","","25","","","51","","","","","","","","","","","1","","","","",""
"InKcolnZg8KNuVu4lCubV-_vJvqbdsHLLsk3jiFDZRhHqRygj6kq89RXABKEJ-4U","2019-04-13 03:37:52","2019-04-13 03:38:15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","1","","","","",""
"7R2wtfKlpdWb_H7kSpklXaN_EZseJpF-I_-8HIzHbtuEEiIsKcoyDCaQGEgNePuz","2019-04-13 04:28:28","2019-04-13 04:29:17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","1","","","","",""
"XuCQPFARxeBOO-Fzxlnuw-tOhhkt8REF0CkW_oJbGBVyx4xc4d9qUzQKjiAsI215","2019-04-13 04:29:32","2019-04-13 04:30:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","1","","","","",""
"iM6fWO0yqBcRMIdvRwI53p5YtBvsKPkePZnVmDH2UH6mzkfZUZCKF-1F3vjp_yKU","2019-04-13 04:49:50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nwVbkPhTsDEnpTCFE5fwbVppGRU1AaN63fwg5vDKqZx_A2tem8eOdHs0UTe61xBE","2019-04-13 05:02:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"jL4uXzSglLY7S2TdQL8atBvW2Whz6DyTNA601t4hiqDzG3UxEWs0rnLQiqTZQbKL","2019-04-13 05:04:50","2019-04-13 05:20:01","","","4","4","2","5","2","3","","3","","","","5","3","","","93","","38","","","","","","","","","","","","","","66","","35","","","","","51","","69","38","","","","","","","27","","","","","","","","","confused","","","","","1","","","","doubt",""
"eagerSnappingTurtleXXX1cdHdwY2hLvOvVZliz86BcYLTvxieXbKNg8m34wGsR","2019-04-13 05:20:18","2019-04-13 05:20:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","thank the formr monkey","","","","","","","","","","","","","","6","","","","",""
